Review	Sentiment
odlicno sjajna pica za male pare kad su akcije i popusti u toku	1
onako nije losa hrana, ali u omletu od 3 jaja pise da ima sunka i pecurke, a doneli su mi samo kajganu, bez icega od navedenog.	0
pogresna dostava susi bio ok, ali nisam dobio ono sto je poruceno i naplaceno. nista kozice, jegulja, hobotnica, umesto toga losos.	0
"odlicno x giros pileci veliki
prilozi: crveni luk, caciki
cena: 250.00 rsd
1 x punjeno pilece belo
prilozi: crveni luk, pavlaka
cena: 300.00 rsd
1 x palacinka eurokrem (par)
cena: 270.00 rsd

kvlitet hrane je odlican, kolicina pozamasna u girosu ima zaista dosta mesa. polovinu girosa smo ostavili u frizideru i podrevali kasnije nakon cega je bio podjednako ukusan. palacinke su bile dobre, nisu stedeli na filu. dostavljac jako ljubazan."	1
"130+ din za ovoliko pomfrita?? danas smo dobili bukvalno 15-ak komadica pomfrita, koji je navodno 'veliki pomfrit' od 140gr (uporedite sa slikom iz menija).  pomfrit je pritom bio hladan.
bruka i sramota - da kesa nije bila zaheftana, pomislili bi da je mozda dostavljac bio gladan pa pojeo - u tom slucaju nam i ne bi bilo zao. ovako, bacene pare.
continental burger je bio ok. nista posebno - premalo salate, predebelo meso, sav se raspada.. steta."	0
"sirena 1x porodicni rucak.
mesano meso 1 kilogram - dve pljeskavice, 200 grama cevapa, 200 grama ustipaka, 200 grama pilece belo, 200 grama kobasica, pomfrit 500 grama, sezonska salata 500 grama, 4 lepinje, coca cola 2 l
 sve navedeno odlicnog ukusa, dostava stigla u predvidjenom roku ali...
 ucinilo mi se da je pomfrit malo lagan da izmerih narudzbinu, elem, pomfrit 220 g, salata 340g i rostilj 910g(navedena gramaza u orginaloj ambalazi).krajnji utisak veoma los."	1
odlicno! super pizza sa lepim hrskavim testom. jedino minje sir malo kiselkast kao da ima i ovcijeg sira. stiglo za 15min!	1
1 x veliki giros + pepsi 0.33 l dobra klopa(lepo toplo) i nije se prosuo pepsi(ovej put) :)	1
"slatko kiseli sos sa piletinom i piletina sa paprikom i brokolijem dostava je bila besprekorna, 20 minuta, iznenadili smo se! 
hrana je bila prihvatljiva ali ne tiliko ukusna...slatko kiseli je sve sem slatko kiseli sos, porcija velika je vise kao supa (toliko je bilo tecnosti), a druga puletina sa brokolijem je bila ok ali nisu stavili da je medium ljuto kao sto smo naznacili vec je bilo bez ikakve ljutine..
sve u svemu dostava je super hrana i ne bas... pozdrav!"	0
pohvala sve 5, bez zamerki, ukusno i na vreme.	1
pica nije losa pica mozda malo bogatija da bude.	0
"solidno ovde nema 500g krilaca. nazalost, ni sosa za umakanje nema.
poh. kackavalj i przenice ukusne.
vafl odlican
sendvic ok, malo siromasniji, ali su zato lepinje bezveze.
becka i piletina su ukusni, falio je sos uz becku."	0
.... narucili prebranac gurmansku i punjenu , pljeskavice su bile super , za prebranac ih zamolio da ne stavljaju kobasicu jer nisam neki fan , ispostovali to , doneli fino zagrejan prebranac koji je bio fenomenalan , sve pohvale !!!	1
"neprijatno iznenadjen cica mi je jedna od najboljih cevabdzinica u gradu i redovan sam gost u njihovom objektu u ul. djure jaksica. jako sam se obradovao sto su otvorili drugi restoran koji vrsi dostavu po nbg, jer radim preko puta hajata.
kada sam narucivao hranu bio sam upoznat sa dodatnim iznosom od 200 din koji se doplacuje za dostavu. iz nekog razloga doplatio sam 380 din na iznos koji mi je bio otkucan na fiskalnom isecku. 380 din za dostavu u krugu od 1 km za 4 porcije cevapa!?  hvala lepo, necu vas (mislim na cicu) vise zvati, jer da je ta cena dostave bila istaknuta (za koju mogu maltene jos jednu porciju od 10 sarajevskih cevapa da dobijem), sigurno bih se odlucio da prepesacim tu razdaljinu!"	1
savraheno. bez ikakvih primedbi	0
djepeto pica dostava stigla za pola sata, topla, preukusna pica :)	1
vrlo dobra hrana narucili smo pljeskavice, obicne i gurmansku. hrana je zaista bila ukusna, socna i stigla je topla.	1
zaista sjajno! iako sam naucio oko 22.20, a rade do 23.00, porudzbina je prihvacena i brzo je stigla. vec sam navikao da dobijam sjajne pice odavde, ali bez obzira sam se opet iznenadio koliko je ukusno. preporuka svakome!	1
pica sve je bilo super.	1
burgeri narucili smo burgere sa pomfritom, burgeri su odlicni, pomfrit je bzvz kao da je podgrijan. nisu losi.	1
nikada vise postenije je da, ukoliko imaju guzvu, ili ne prihvate narudzbinu, ili da daju duze vreme isporuke. ovako, kada kasne vise od sat vremena, ni da je najukusnija hrana na svetu, ne zasluzuju prelaznu ocenu. u svakom slucaju, nikada vise!	0
"hrana kasnila, hrana loseg kvaliteta na najavljenih 75min, hrana kasnila 30min.

dostavljac se izvinio zbog kasnjenja. (ne znam zasto se ranije nisu javili preko telefona)

pecivo je bilo ukusno, supa prosecna ali meso iz muckalice skroz zilavo."	0
"super utisak, sjajna pica! narucili smo picu marinaru sa prsutom, kora je bila tanka, beli luk je dao mnogo dobar smek i ovo je jedna od najukusnijih pica na ovom sajtu. dostavljac veoma diskretno kuca, sto je veliki plus, ne podnosim kada nam dostavljaci zvone 2x zaredom kao ludaci.
sve u svemu sjajan utisak, hvala!"	1
moze i bolje jedna stavka na narudzbini je bila pogresna, jedan sok nije donet, losa karadjordjeva, i cezar salata je suva, i bez ukusa. mozda je bolje da imaju manje stvari na meniju ali da ih spremaju kako treba. pomfrit je ok.	0
"odlicno dostava ekspresna.
gurmanski raznjic fantastican, pomfrit dovoljno dobar.
:)"	0
united pivo united pizza hladno, prijalo, stigli 20 minuta pre roka, pica savrsena, svaka cast!	1
odlicno pica 4 u 1 ukusna, socna. brza dostava.	1
"super klopa dosadasnje iskustvo:

kvalitet hrane:
juneci gulas: 5
teleca / pileca corba: 5
cufte: 4/5
proja: 5
ustipci slani: 5

ukusno, nemam ni jednu zamerku.

izbor hrane: 4, samo zbog toga sto nemaju pice u jelovniku

cene: 5, odnos cene / kvalitet hrane, porcije cista petica

usluga 5: tacni, nikad nisu kasnili, sve stigne toplo, izuzetno ljubazni.


dobili su stalnu musteriju."	1
razocarani. u velikom porodicnom pakovanju stigla mala pica, nisu doneli ni pomfrit a naplatili su. dali su nam dva pepsija kao gratis ali to nije bilo ni p od pepsija niti gaziranog. zaista   beveze. narucili smo preko sajta jednom i par puta zvali i uvek je nesto falilo, uglavnom kecap. cene su ok, ali ne mogu da kazem srazmerno usluzi, koja je razocaravajuca.	0
"odlicno pica je super, narucujem je bas cesto, tanko testo kakvo volim, ukusno je, ne stede na dodacima. takodje, kecap nije obican ""iz kesice"", jer sadrzi i komadice paradajza, to mi se dopapada. jedino bi testo moglo biti malo slanije, sve ostalo je super."	1
pilece belo, punjeno belo, gurmanska pljeskavica velika hrana je fenomenalna, priloga ima dovoljno, gramaza tacna. narucujemo svakako opet od njih. cena je takodje za razliku od ostalih fenomenalna!	1
privax hrana dostavljen sa 45 min zakasnjenja	1
"rucak-strasno ocekivano vreme dostave 60 minuta.. ahaaaa sa kasnjenjem od jos 60 minuta.
ne zna da nas nadje, sto godina mu treba dok ubode zgradu i broj.
dolazi na vrata i donosi potpuno pogresnu porudzbinu. kaze pogresio je.. aman... silazi ponovo do auta i donosi nasu..
hrana je mlaka naravno.
pire sa vodom, mleko nije videlo ni na slici, palacinke debele, suve i zilave.
nikad vise, ako naprave opciju sa blacklist restoranima bice u toj listi. pozdrav"	0
hedansa pizza pizza je stigla pre vremena vruca i socna,zaista odnos cene i kvaliteta je odlican jedna od boljih pizzeria u gradu	1
odlicno odlicno sve kao i uvek	1
primedba malo kasnjenje prilikom dostave.	1
"brzo i ukusno vise puta smo narucivali i svaki put je hrana stizala brzo i pre predvidjenog roka, uglavnom za pola sata. 

pice su super, testo je odlicno, jedino mozda ima previse kackavalja, mada je to stvar ukusa...

palacinke su odlicne, velike, dobro filovane, i svakako medju najboljima u ponudi na sajtu."	1
odlicna pizza pizza belvedere je vrhunska i usluga je neverovtno brza... svaka cast momci!	1
fali pomfrit naplacen pomfrit a u kesi ga nema , dostavljac vec otisao... uzasno	0
minuta klopa je super, pristojne porcije za pristojne novce :)	1
"sram vas bilo! nikad vise! sram vas bilo!

drugi put narucujemo hranu iz ovog amaterskog mesta i nikada vise!
 u oba hamburgera koja smo narucili, meso niti je dobro samleveno niti dovoljno peceno. bukvalno u svakom zalogaju hamburgera su se nalazile nekoliko nesamlevenih koscica , tako da iste nismo ni do pola pojeli, vec ih bacili u djubre. 

meso je bilo poluzivo i takav ukus je i imalo.

jos jednom sram vas bilo!

ps: fotke prilazemo kako bi videli da na ""display"" je sve ok, forma je super, ali kada smo probali, prvi put smo zazalili svaki dinar koji smo vam dali."	0
"nezadovoljan! porucio sam :
1 x bacon burger (mali 90 grama)
cena: 230.00 rsd
1 x cheese burger (standardni 180 grama)
cena: 320.00 rsd
zbir: 550.00 rsd

e, posto oni nemaju licnu dostavu nego koriste sluzbu gde im pise u info-u.
doplata za dostavu iznosi 150din ako si sa vracara , paliluje , dusanovca , zvezdare itd.... ja sam sa zvezdare i naplaceno mi je 200 dinara!
 cheese burger je bio previse sladak , a sto se tice mesa u oba burgera je ok.
velika zamerka,za 750 din dobijes dva mala burgera i to je to.nema pomfrita ili onion rings-a.
neko bi rekao za kvalitet i treba da se plati i ja se slazem sa tim.
ovako stoje stvari, ocene od 1 do 5:
lepinja  3 ;
meso    5 ;
balans priloga u burgeru  2 ;
dostava   1 ;"	0
:) dostava je stigla u rekordnom roku, porcija je bila velika i veoma ukusna, sve preporuke	1
". doneli pogresnu narudzbinu za glavno jelo, na donesi.com cena je bila 870din kada su dosli naplatili su mi 1200. 
hrana je ok, usluga ocigledno losa."	0
katastroooofaaaaa!!!! kasne 35 minuta, uzasno i jako neprofesionalno, necemo nikad vise poruciti hranu od njih. molimo donesi.com da vidno zakace ovaj komentar kako se drugi ne bi prevarili kao mi!!!!!	0
cevapi hrana stigla topla , velicina cevapa je manaj od klasicnog upaljaca (ne karikiram , stvarno je tako) , cevapi ukusni i rekao bih slucajno doneseni bez luka iako sam u porudzbini naglasio da ga bude ...	0
"cudan restoran poslednji put narucena pasta karbonara, i definitivno je najgora koju sam jeo u zivotu - najjeftiniji moguci kackavalj izrendan (nije cak ni istopljen) preko prekuvane paste sa zagorelom slaninom u tragovima, apsolutna suprotnost od onoga sto reklamiraju na slici. mene bi bilo sramota da dostavim ono nekome, a kamoli da naplatim. 
teleca corba je ok, prebranac sa kobasicom prosecan. jedino sto mi se stvarno svidelo a da sam narucio iz ovog restorana je iz kategorije piletina - nase cuftice i chicken cheese su dobri, dosta cheese sosa, ok salata kao prilog. jedino cufticama fali jos tartara, jer ga ima nedovoljno za toliku porciju, a cuftice su malo suve.
i jos jedna stvar koju zelim da napomenem je dostava. jednom mi je hranu dostavila devojka koja na moj racun od 570 dinara, sa sobom nosi cca 300 dinara u dzepu. znam da dostavljaci nemaju uvek dovoljno novca kod sebe (iako im je to u opisu posla), ali devojka se nije ni ponudila da ode negde da novac usitni, vec je prisvojila sebi baksis. takvi ulicarski fazoni su me skoro odbili od daljeg narucivanja, ali srecom druga dva dostavljaca koja su mi donosila klopu su bili daleko prijatniji, i jedan gospodin je baksis cak i odbio (mada mi je on dostavio onu pastu pa je mozda bio svestan sta je unutra :d )
u svakom slucaju, ne znam da li cu u skorije vreme odavde narucivati, a i ako budem, uzimacu samo stvari koje sam probao, jer im jela previse variraju u kvalitetu. i uvek cu imati sitno kod sebe!"	0
"dobro svake druge nedelje... vecerasnja porudzbina je bila blago receno losa i bezukusna. kad smo prvi put narucivali iz taze toplo da je ukus i kvalitet hrane bio ovakav, vise nikad ne bi narucili.
posto smo stalne musterije shvatili smo da je velika razlika izmedju popodnevne smene jedne i druge nedelje. mislim da je vama u interesu da odrzavate kvalitet na istom nivou. 
da krenem od skuse koja je pored toga sto je bila bezukusna, nismo dobili prilog uz nju, a pise da ide sa prilogom i uvek smo ga do sad dobijali. 
pire krompir koji je inace dobar je bio gori od onog iz kesice.
punjene paprike potpuno bez zacina.
kako za sada stoje stvari narucivacemo svake druge nedelje, ne bi li imali kvalitet i uslugu kakvu smo imali prve nedelje kad smo poceli da narucujemo."	0
"za te pare sasvim dobro pica sa prautom i rukolom, koja svuda kosta 900-1200 dinara, ovde kosta 580, a i bolja je od minimum polovine tih skupljih.
velika preporuka je sendvic sa prsutom, tu su briljirali.
palacinke takodje dobre.
sve u svemu, smesne pare za vise nego ok klopu.
pored toga, pica je stigla hladna, a kasnili su 15 minuta, pa im je ocenu upropastila trojka za dostavu."	1
"ok hrana je ok, pljeskavica posebno.
zamerka je sto je i pileci file i karabatak imao kozicu."	1
exstra exstra klopa exstra cene i jos popust exstra	1
"jos jedna odlicna porudzbina u nizu :) samo nastavite tako, nabolji ste! i najbrzi!
preporucujem salate sa nekim dobrim prelivom, potpuno sam odusevljena salatom sa piletinom, stavila sam tzatziki preliv i garlic... odlicno! :)
ma sve vam je vrh! cene i vise nego pristupacne!!"	1
sad smo uzeli od vas i vise nikad narucena su tri girosa i punjeni batak.hrana je stigla na vreme ali je bila hladna,a batak da je bio malo zivlji, mogao je da pobegne.	0
opet fenomenalno na vreme, toplo, ukusno, bez stednje namirnica. napomenula sam da stave 2 kecapa. to su i uradili. inace, narucili smo gyros pizzu. fenomenalna. samo tako nastavite! odmene sve petice! :)	1
sve ok hrana za preporuku, covek dosao ranije!	1
previse zelene corba dana je bila skroz na mestu ali su cezar salate stigle sa sustinski 97% zelene salate. bilo je mozda jos i pola masline i jedva jedan cherry paradajz iseckan... piletina bi bila ok da je bilo vise drugog povrca uz nju, ovako je sve kao jedna veoma skupa porcija zelene salate	0
hedansa pizza pizza je preukusna, i bogata :)	1
dostava samo da se ne naplacuje dostava, sve bi bilo u redu!	1
ne moze bolje za ove pare a sad odoh da narucim ponovo.	1
pljeske i pomfrit porucila sam 2 pljeskavice sa prilozima i 2 porcije pomfrita. hrana je dostavljena za 20min, dakle pre predvidjenog roka od 30min. cene nisu jake, a hrana je vrlo ukusna.	1
capricioza ipak ostajem pri tome da ova vrsta pice, ne moze nikad da odusevi. na iskustvo ipak, vrlo dobro...	1
sasvim okej pasta 4 sira bila je skroz ok. nista posebno. malo duze smo cekali dostavu, ali ipak je bilo toplo.	1
super brza isporuka i ukusna hrana. sve je odlicno. preporuka za giros.	1
kasne rekli 75 min., a proslo 100 min. jos cekamo	0
diablo pica odlicna! topla preporuka!	0
steta narucio sam hrskavu piletinu i bila je skroz bezveze, bas ne bih preporucio...	0
cizburger i minut salata prvi put narucujemo u ovom restoranu i prezadovoljni smo, brza dostava, hrana izvanredna i jako jeftina, sve ste ispunili, cista desetka.drago mi je da ste prosirili svoj asortiman, da ste inovativni i da tako nesto postoji u novom sadu.	1
svaka cast sve pohvale	1
gurmanska za 580 din nema bolje	1
odlicno brza dostava, tacna porudzbina. sve kako treba	1
katastrofalno porucili smo hranu i bila je nikad gora...bacen novac!	0
odlicno! narucen pohovani kackavalj, 200g bataka/karabataka, sezonska salata i baklava. stiglo 15 minuta pre vremena, meso i kackavalj topli. sve lepo upakovano u ambalazu od stiropora, porcije solidne i vrlo ukusne. narucivacu ponovo sigurno.	1
hedansa - hedansa pizza sve preporuke.	1
"hedansa pizza pizza bogata prsutom i pavlakom.

ps: vise mi se svidjaju ove nove masline"	1
znamo da je vrucina ali... upravo smo dobili hranu koja smrdi! nemoguce je jesti ni  pilece meso ni lepinju.	0
"blago receno uzasni narucili smo gurmansku pljeskavicu, punjenu pljeskavicu, pilece belo i pomfrit. 

hrana je stigla sa malim zakasnjenjem, ali potpuno hladna, sa skoro svim pogresnim prilozima i bez pomfrita koji je naplacen. takodje, nikad u zivotu nisam video onako isecen paradajz kao prilog (kolutovi debljine 1cm, ukljucujuci i onaj deo gde je peteljka). da su barem stavili trazene priloge, nego kao da su napamet stavljali sta im je doslo pod ruku...

posle nase primedbe, dostavili su i pomfrit sat vremena nakon sto smo pojeli sve ostalo, pa nam je tad bilo svejedno za pomfrit...

skorije nisam imao losiji utisak."	0
pelat pizza je odlicna :)	1
greska ili.... umesto 660 dinara naplaceno mi je 810,molim vas da objasnite,kada mi u narudzbi iskljucivo pise 660	0
fetish food preporuka.	1
leteci_covek sve pohvale	1
odlicno narucio sam garlic burger i bio je odlican. hrana je relativno brzo stigla.	1
zamerka umesto porcije palacinki sa javorovim sirupom isporuceno sumsko voce.	0
jeftino sve u svemu, kvalitet hrane los, kolicina onako, cena je ok. sopska je bila polu topla, sir neslan, krastavac lose isecen (u komadima). gulas, mala porcija. becka u obroku sa pireom mi je stigla preko pirea (sva umazana) a prilozi su mi stigli pomesani, iako sam ih trazio sa strane (nisam ocekivao da ce da naprave zurku sa strane...). pomfrit je stigao leden, ne vredi ga uzimati.	0
madjarica sve ok,ali mora sunka biti na madjarici :) testo vrhunsko...	1
pomfrit vam jee preelos..uvijek hladan..	0
fantasticno ! najveci i naj ukusniji giros u gradu.  sto se tice cene sasvim je korektna jer su porcije velike dostava je stigla za 20 minuta a rekli su 30 savaka cast . samo tako nastavite .	1
"porodicni rucak porodicni rucak - 1,300.00 rsd
mesano meso 1 kilogram - dve pljeskavice, 200 grama cevapa, 200 grama ustipaka, 200 grama pilece belo, 200 grama kobasica, pomfrit 500 grama, sezonska salata 500 grama, 4 lepinje, coca cola 2 l.


sve ovo za samo 1300 dinara! i da zanemarimo koliko je povoljno - sve je preukusno! umesto pljeskavica je dosao batak - sto nije problem, jer smo u svemu uzivali! 

sjajni cevapi, jos sjajnije kobasice, ustipci savrseni, belo super zacinjeno.. eto, samo pohvale od nas! definitivno od danas samo odavde narucujemo rostilj! 

ostanite na nivou drugari! :)

jos da ubacite neke poslastice a da nisu palacinke, ma gde bi vam kraj bio! :)"	1
dobar izbor hrana je sasvim korektna a cena je niska! moja preporuka	1
savrseno! sarma -- ocena 11 od 10. pire krompir -- 11 od 10. sopska -- 10 od 10. cene, usluga, kolicina, sve ostalo 10 od 10. maksimalni komplimenti za kuvara i dostavljaca. ne samo to, vec je i pakovanje odgovarajuce i ne curi, a sve je stiglo toplo i po sneznom danu. cak je i plasticni pribor kvalitetan: umesto da se plasticne viljuske savijaju i lome, njihove su cvrste i izdrzljive. za dobru i ukusnu kuvanu hranu i svezu salatu, po povoljnim cenama, ovo je pravo mesto. samo da tako i ostane.	1
vojvodjanska pizza super	1
djapeto pica interesantno i prilicno ukusno	1
brzo brza, pristojna dostava sa hranom koja nije pica ili rostilj. problem je sto su sva jela otpilike ista (ukus).	0
"bezukusno porcije su velike i na sastojcima se na stedi, ali sosevi su im katastrofa, celo jelo je totalno bezukusno, morao sam da dodajem soseve koje sam imao kod kuce, da bih uopste mogao da jedem.
kupus je izgleda stajao isecen ceo dan, pa se ukiselio, a meso ponegde ima zilice.

naruceni su secuan piletina i piletina sa karijem.

nalaze se na manje od 1km od mene, stavili su mi vreme dostave od 75, a dosli za 90 minuta."	0
kapricoza odlicna pizza, kvalitet i kvantitet.	1
... narudzba je stigla kroz sat i po, indexi hladni. povrh svega naruceni pepsi nije stigao. bar toliko mozete ispostovati.	0
madjarica odlicna pica! :)	1
nepotpuna dostava umesto dve flase vode, koliko sam porucila, dostavljena mi je samo jedna flasa.	0
madjarica moze to i bolje, razocaran sam ovaj put.	0
rostilj velike porcije, ukusna hrana. sve preporuke!	1
odlicno sve pohvale. preporucujem.	1
hladnoooo sva hrana bila je potpuno hladna	0
pizzaaaaaa hrana je odlicna,prva liga sve pohvale pravite carsku picu :)	0
"sramota.... vise puta smo narucivali iz ovog restorana i svaki put je hrana stigla pre recenog vremena. danas smo ponovo narucili i receno je da ce stici za 30 min. posle 50 min smo nazvali restoran da pitamo sta se desava i osoba koja se javila je rekla ""ne znam, ja sam sada dosao, kazu mi da je kurir bio i da bi hrana trebala da stigne svakog casa"". od tada je proslo tri i po sata. niti je hrana dostavljena, niti su se dostavljac ili restoran javili. vrlo neprofesionalno."	1
mesano meso sasvim prosecno ok.	0
"nikad vise... sve je bilo podnosljivo, ali su umesto 2 x pepsi 0.5 i 1 x ivi 0.5 poslali 3 x ivi 0.3.
jedino je pomfrit bio ok, a dostava jako ljubazna."	0
"sramota jako sam razocarana kvalitetom usluge, posto mi je umesto za najvise 1 sat, hranu doneo za sat i po.potom, nije imao da mi vrati kusur, 200 din, nije malo, zamolila sam ga da rasitni, i posle dva min.se vratio sa izgovorom da niko nema sitno, i da on ima da mi vrati 100 din.vrlo providnio i glupo.

rostilj je naravno bio hladan i bezukusan.

do sada su mi sve dostave bile perfektne, ali ova.....uzas, nikada vise"	0
odlicne pice! probali smo vise razlicitih pica, i sve su bile odlicne. testo je dobro, kolicina nadeva je takodje ok. sve u svemu, toplo preporucujemo!	1
opet super evo, uspeli su da poprave moj prethodni utisak, koji je ionako bio dobar. porucene galija i palacinka sa nutelom i plazmom - pizza taman nadevena koliko treba, fina i topla, testo ni pretanko ni predebelo, a palacinka kao po obicaju, savrsena. porucujem i danasnji rucak kod vas!	1
:d samo je jedna brza hrana :)minuta ostali  su i magli :) pice burgeri sve na niovouuu	1
odlicno, ali... vrhunski sve, stiglo vrelo! cak i pomfrit! i zaborave luk i ljuto...oprastam, sigurno ponovo!	1
sve pohvale jedan big burger je sasvim dovoljan da se bilo ko najede. stiglo cak pre najavljenog vremena. odlicno je bilo, toplo i ukusno. podseca na mek donalds ali je mnogo sitije :)	1
krilca i rolovano belo meso hrana je bila odlicna. jedina zamerka je sto se malo duze ceka na dostavu (oko sat vremena)	1
"odlicno!!! usluga brza, hrana lepo aranzirana, ukusna i socna!
sve pohvale :)"	1
:-) very tasty deserts	1
sjajno odlicni burgeri,sjajan ukus i kolicina za vise nego realnu cenu.isporuka u roku !!  za svaku preporuku,svaka cast !!	1
"pljeskavica, sis i obicni cevapi zao mi je sto ce prvi komentar biti ovakav ali ne mogu da se suzdrzim.

cini mi se da je recept za sve vrste jela od mlevenog mesa isti. nisam primetio nikakvu razliku osim odvratnog ukusa.
molim vas da promenite recept za mleveno meso jer ovo sto ste mi poslali ne lici ni na sta. cak ni ne podseca na rostilj.
ili promenite dobavljaca ako uzimate gotovo meso ili izbacite proizvode od mlevenog mesa iz menija.
nisam mogao da pojedem nista od ova tri, samo sam probao i ostavio, bilo mi je odvratno."	0
"meh naruceno dva kg mesa,dobijeno 1500... mada je ukusno.
krompirici,neki przeni neki nisu,stigli hladni.
salata je doduse super!"	0
"krcko po nalogu devojke, ostavljam utisak. zaista moram pohvaliti dobru klopu. giros je jako dobar, uz salate koje dobijete, sasvim dovoljno hrane za onoliko osoba koliko je navedeno...
cena klope je stvarno prihvatljiva.dostava je i brza od najavljene ( mozda malo skupa u odnosu na cenu hrane). sve u svemu usluga skroz zadovoljavajuca...
toplo preporucujem restoran..."	0
prosecno porudzbina je stigla na vreme.  ipak, pica (tara) je prilicno teska.  testo je deblje nego sto bi trebalo, sastojci su kvalitetni (osim maslina).  hrana je stigla topla.  narucite ukoliko preferirate americki tip pice.	1
sve je bilo odlicno osim narucih dva velika pepsija i dobih umesto njih dva mala.	1
vrlo dobro hrana dobra, malo neslana, cene ok,brza dostava	1
ne valja... narucili smo double burger, sis burger, triple chicken, giros i vegetarijanski giros. sve je stiglo hladno... pomfrit neslan, hladan, nikakav. tortilje za giros debele i kao guma. ne preporucujem.	0
"fantazija pizza je toliko dobra da smo tri puta za redom narucivali i uvek je ispalo kako treba. svaki dodatak koji smo trazili smo dobili.
preporuja"	1
neocekivano :) stigli za 15 minuta :)	1
"jako lose pljeskavica i bela vesalica jako razocarali. vesalica je bila starija od vatre, pljeskavica polu- ziva. ni jedno ni drugo nije bilo za pojesti do kraja 
dostava brza i na vreme doduse."	0
"uzasna hrana!!! sendvici su u obliku papuce
2 sendvica smo narucili i naglasili smo da budu u kifli a dosli su jedan crni sa semenkama jedan beli a tvrdi su kao kamen
majonez je pokvaren 
stavili su krastavce a nisam im rekao da stave 
***ove vase sendvice ne bi ni zivotinja jela a ne ljudsko bice***"	0
"city pizza super, sve pohvale.
brzo i ukusno!"	1
pica hedansa odlicna pica, svaka cast!	1
sicilijana pizza ova pizza je kao i djapeto savrsena i za svaku preporuku. stiglo pre vremena, preukusno, ispostovali su zelju za malo vise pecuraka na pizzi.	1
no tomatto nije stigao kecap	0
kum dostava stigla posle sat i po vremena, pica polu hladna ali ukusna, palacinke tvrde kao opanak.	0
"ustipci i vesalice solidan rostilj po pristojnoj ceni
pohvala za ustipke, moze za nijansu ljuce, al ok."	1
"odlina pica jedna od boljih pica u gradu.
testo veoma lepo i vazdusasto.
narucena je hedansa, veoma ukusna, rub punjen sirom.
usluga veoma brza.
za svaku preporuku"	1
odlicno! narucili smo veliku san djovani picu. pica je odlicna, bogato filovana i ukusna. dostava je bila brza, dolaze do vrata, sto je veliki plus. sve preporuke, sigurno cemo ponovo narucivati.	1
primedba nisu mi doneli ono sto sam trazila.	0
"belv. i palacinka pica zaista dobra... ukusna...
preporuja"	1
zadnji put narucili smo 8 pasti, prihvaceno sa vremenom isporuke 60 minuta. kasnilo preko pola sata, dostavljac krajnje bezobrazan, na pitanje zasto kasne toliko, umesto da se izvini, krenuo da vice, odbio da vrati kusur i izjurio napolje. hrana je tek prolazna, ali je usluga najgora na donesi.com do sada.	0
hedansa  kapricoza vrlo korektno. pica je stigla u naznacenom vremenu i topla.	1
"stara dobra sedmica konacno da vidim restoran iz kraja na sajtu, jedan od onih gde sam stalno klopao :) prekinuo sam iz razloga sto mi je bilo mrsko ici tamo, te sam se posvetio hrani sa donesi.com
poruceno:

1 x pilece belo
prilog: susam pavlaka
cena: 260.00 rsd
1 x mala pljeskavica
prilog: susam pavlaka
cena: 150.00 rsd
1 x slatke palacinke
nadev za slatke palacinke: eurokrem, plazma
cena: 120.00 rsd
zbir: 530.00 rsd
pomfrit gratis!
doplata: 0.00 rsd
ukupno: 530.00 rsd


naruceno da bude dovoljno za dostavu, i najavljeno vreme je bilo 30 minuta. zakasnili su 10tak minuta jer gospodin iz dostave nije mogao da se snadje, i pozvao me je kako bih mu objasnio. ovo je veliki + sto se dostave tice.
pilece belo meso sveze i ukusno, peceno taman koliko treba da ne bude suvo. 
pljeskavica takodje ukusna, lepo pecena, nije tvrda niti zilava. sto se ovoga tice sve ok.

ono sto nije ok, je to da pomfit nisam dobio iako je naznacen da stize gratis. bas iz ovog razloga ga nisam narucio, jer mi je suludo poruciti dodatni pomfirt pa bacati ako vec stize gratis ako narucite 3 proizvoda.

sto se same palacinke tice, iako je jedna od povoljnih u gradu, trunke u njoj euro krema nema. ono sto je bilo u njoj je jedna od onih jeftinih zamena za euro krem, te je bas zbog toga palacnka zavrsila u smecu.


nadam se da ce neko iz stare dobre sedmice procitati ovaj komentar i da ce u buduce popraviti svoju uslugu, jer cu im ja svakako pruziti jos jednu sansu :)"	0
preporuka uopste nije lose.	1
"nacionale pica dostava zaista brza, pica je bila vrela! sastojci izbalansirani (dovoljni da zasite tri jesna drugara)!
komentar : sjajno, sjajno"	1
losa poslovnost porudzbina je dosla tek nakon dva sata. naravno, sve se vec ohladilo. nikad vise ne narucujem ovde.	0
sjajno hrana je odlicna, i porcija je tamanica.	1
"dobri eksperimentisali smo malo sto se tice rostilja i probali ovaj. 
porucili smo porodicni rucak:
- mesano meso 1kg,
- 500g pomfrita,
- 500g sezonska salata,
- 4 lepinje
- 2l coca cola
sasvim dobar kvalitet mesa, pogotovo pljeskavica i cevapa.

isporuka je stigla na vreme."	1
diablo pica stigla na vreme,neverovatno vruca,cak sam morao i da sacekam malo da bi jeo :) pica je stvarno super,bez ikakvih zamerki,preporucio bih je svakome!	1
veoma dobre pizze, tacna isporuka piroske su bile odlicne - nisu bile prepunjene pavlakom sto radi vecina pizzerija tako da su imale bas dobar ukus. pizze su bile veoma dobre. za pohvalu i kvalitet hrane i brzina i ljubaznost usluge.	1
odlicno toplo, ukusno, bez greske sve	1
